id,title,date,article_url,place_of_accident,district,number_of_deaths,number_of_injured,vehicle_type,cause_of_accident,country,report_type,type_of_accident
3437,Savar road crash kills 2,2019-01-04 18:01:52,https://en.prothomalo.com/bangladesh/Savar-road-crash-kills-2-3,tongi-ashulia-epz road at itakhola,ashulia of savar,2,3,truck and rickshaws,truck hit rickshaws,Bangladesh,event,road accident
3438,BL College teacher killed in Khulna road crash,2019-02-12 21:32:50,https://en.prothomalo.com/bangladesh/BL-College-teacher-killed-in-Khulna-road-crash,khulna-jashore road in front of damodor government primary school,phultala,1,0,truck,run over,Bangladesh,event,road accident
3439,Woman killed as tree falls on her,2019-02-23 11:41:48,https://en.prothomalo.com/bangladesh/Woman-killed-as-tree-falls-on-her,"shishu academy, shahbag area",dhaka,1,7,pedestrians,falling coconut tree,Bangladesh,event,road accident
3441,25 killed in Faridpur road accident,2015-04-09 13:07:33,https://en.prothomalo.com/bangladesh/24-killed-in-Faridpur-road-accident,bhanga,faridpur,25,18,bus,bus veered off the road and hit a tree,Bangladesh,event,road accident
3443,Fire guts 100 shanties in Chattogram,2019-02-10 15:39:59,https://en.prothomalo.com/bangladesh/Fire-guts-100-shanties-in-Chattogram,rail gate area,chattogram,0,0,,fire,Bangladesh,event,road accident
3448,Explosives dept should ensure gas cylinder safety,2019-10-20 09:37:57,https://en.prothomalo.com/opinion/Explosives-dept-should-ensure-gas-cylinder-safety,anwara,chattogram,3,3,ambulance,gas cylinder explosion,Bangladesh,event,road accident
3449,Bus-truck collision kills 3 in Bagerhat,2019-01-22 16:04:37,https://en.prothomalo.com/bangladesh/Bus-truck-collision-kills-3-in-Bagerhat,khulna-mawa highway in fakirhat upazila,bagerhat,3,20,bus and a truck,head-on collision,Bangladesh,event,road accident
3451,"Gazipur road crash kills truck driver, helper",2019-02-03 10:44:08,https://en.prothomalo.com/bangladesh/Gazipur-road-crash-kills-truck-driver-helper,naotana area in kaliganj upazila,gazipur,2,1,"truck, covered van",head-on collision,Bangladesh,event,road accident
3455,Teen killed as bike hits Hatirjheel divider,2018-12-24 12:05:00,https://en.prothomalo.com/bangladesh/Teen-biker-killed-in-road-crash,hatirjheel,dhaka,1,1,motorcycle,skidded off the road hitting the divider,Bangladesh,event,road accident
3457,Road crash kills 2,2018-12-22 15:38:40,https://en.prothomalo.com/bangladesh/Road-crash-kills-2-7,boardghor area,"kaliakoir, gazipur",2,0,truck,truck rammed a stationary one,Bangladesh,event,road accident
3458,Road crash kills 2,2018-12-22 15:38:40,https://en.prothomalo.com/bangladesh/Road-crash-kills-2-6,boardghor area,gazipur,2,0,truck,truck rammed a stationary one,Bangladesh,event,road accident
3459,Road crash kills 2,2018-12-22 15:38:40,https://en.prothomalo.com/bangladesh/Road-crash-kills-2-5,boardghor area,gazipur,2,0,truck,truck rammed a stationary one,Bangladesh,event,road accident
3460,Road crash kills 2,2018-12-22 15:38:40,https://en.prothomalo.com/bangladesh/Road-crash-kills-2-4,boardghor area,"kaliakoir, gazipur",2,0,truck,truck rammed a stationary one,Bangladesh,event,road accident
3461,Road crash kills 2,2018-12-22 15:38:40,https://en.prothomalo.com/bangladesh/Road-crash-kills-2-3,boardghor area,gazipur,2,0,truck,truck rammed a stationary truck,Bangladesh,event,road accident
3462,Road crash kills 2,2018-12-22 15:38:40,https://en.prothomalo.com/bangladesh/Road-crash-kills-2-2,boardghor area,gazipur,2,0,truck,truck rammed a stationary truck,Bangladesh,event,road accident
3463,Road crash kills 2,2018-12-22 15:38:40,https://en.prothomalo.com/bangladesh/Road-crash-kills-2,boardghor area,"kaliakoir, gazipur",2,0,truck,a truck rammed a stationary one,Bangladesh,event,road accident
3464,3 burnt to death as microbus catches fire,2019-02-12 11:38:27,https://en.prothomalo.com/bangladesh/3-burnt-to-death-as-microbus-catches-fire,dhaka chittagong highway,mirsarai upazila of chattogram,3,2,microbus and covered van,vehicle collision and fire,Bangladesh,event,road accident
3466,BNP's connection to Chawkbazar fire should be probed: Hasan,2019-02-23 23:27:17,https://en.prothomalo.com/bangladesh/BNP-s-connection-to-Chawkbazar-fire-should-be,chawkbazar,chawkbazar,0,0,,fire,Bangladesh,event,road accident
3472,PM orders to conduct surveys on road-rail bridges,2019-06-25 23:02:39,https://en.prothomalo.com/bangladesh/PM-Hasina-orders-to-conduct-surveys-on-road-rail,,,0,0,rail and road bridges,dilapidated condition,Bangladesh,event,road accident
3473,3 killed in road crashes,2019-03-10 19:56:16,https://en.prothomalo.com/youth/3-killed-in-road-crashes,chandrabari in louhajang upazila,munshiganj,2,2,bus,bus ploughed through a shop,Bangladesh,event,road accident
3474,3 killed in bus-microbus collision,2019-02-03 11:27:25,https://en.prothomalo.com/bangladesh/3-killed-in-bus-microbus-collision,patia,chattogram,3,8,"bus, microbus",head on collision,Bangladesh,event,road accident
3475,Buriganga trawler capsize during storm kills 4,2019-04-01 12:49:22,https://en.prothomalo.com/bangladesh/Buriganga-trawler-capsize-during-storm-kills-4,buriganga river,keraniganj,4,0,,boat capsize during storm,Bangladesh,event,road accident
3477,2 killed as picnic bus hits truck,2019-03-08 21:27:52,https://en.prothomalo.com/bangladesh/2-killed-as-picnic-bus-hits-truck-in-Bagerhat,bagerhat-khulna highway at ronbijoypur,bagerhat,2,10,"picnic bus, truck",picnic bus hit a stationary truck,Bangladesh,event,road accident
3478,"Biker, pillion rider killed in Chapainawabganj",2019-01-08 11:00:02,https://en.prothomalo.com/bangladesh/Biker-pillion-rider-killed-in-Chapainawabganj,kolyanpur,chapainawabganj,2,0,"motorcycle, truck, pickup van",motorcycle skidded off while trying to overtake a truck when a pickup van came in front,Bangladesh,event,road accident
3481,Singer Khurshid Alam injured in road crash,2019-03-30 15:57:57,https://en.prothomalo.com/entertainment/Singer-Khurshid-Alam-injured-in-road-crash,dhaka-rangpur highway in jhupgari area,bogura district,0,1,car and truck,truck hit his car,Bangladesh,event,road accident
3482,Fire at Gulshan-1 kitchen market,2019-03-30 09:04:45,https://en.prothomalo.com/bangladesh/Fire-at-Gulshan-1-kitchen-market,kitchen market near the dncc market in gulshan- 1,gulshan- 1,0,0,not applicable,fire,Bangladesh,event,road accident
3484,3 university students among 4 killed in road crash,2019-08-17 13:52:13,https://en.prothomalo.com/bangladesh/4-killed-in-road-crash,kararchar area of shibpur upazila in narsingdi,narsingdi,4,5,bus and car,bus collided with a car,Bangladesh,event,road accident
3485,"Biker, pillion rider killed in Chattogram",2019-01-29 10:14:37,https://en.prothomalo.com/bangladesh/Biker-pillion-rider-killed-in-Chattogram,chandnaish upazila,chattogram,2,0,"truck, motorbike",truck rammed their motorbike,Bangladesh,event,road accident
3489,"Road crash kills woman, granddaughter",2019-02-06 16:21:58,https://en.prothomalo.com/bangladesh/Road-crash-kills-Woman-granddaughter,sylhet-fenchuganj road at dharampur,moglabazar,2,2,"bus, auto rickshaw",bus hitting auto rickshaw,Bangladesh,event,road accident
3491,3 killed as truck hits motorcycle,2018-10-09 13:01:58,,mohadebpur-patnitola road,nagaon,3,0,"motorcycle, truck",truck rammed a motorbike,Bangladesh,event,road accident
3492,Road crash kills 6 of a family,2019-01-23 13:31:13,,west mandarin,lakshmipur sadar upazila,7,0,"truck, auto-rickshaw",truck rammed a cng-run auto-rickshaw,Bangladesh,event,road accident
3493,Barishal students protest at Friday’s road crash,2019-03-23 19:41:24,https://en.prothomalo.com/bangladesh/Barishal-students-protest-at-Friday’s-road-crash,barishal,barishal,7,0,bus,,Bangladesh,event,road accident
3495,Road accidents kill 4 in Ashulia,2015-03-11 20:30:45,https://en.prothomalo.com/bangladesh/Road-accidents-kill-4-in-Ashulia,ashulia,dhaka,4,0,,,Bangladesh,event,road accident
3496,College student among 5 killed in road crash,2019-03-22 13:12:06,https://en.prothomalo.com/bangladesh/College-student-among-5-killed-in-road-crash,barishal-banaripara road in tetultala area of barishal city,barishal,5,6,bus and human hauler,bus hitting a human hauler,Bangladesh,event,road accident
3500,Road crashes claim 11 lives,2019-09-16 11:01:06,https://en.prothomalo.com/bangladesh/Road-crashes-claim-11-lives,dhaka-chattogram highway in sadar dakkhin upazila,cumilla,11,11,"bus, motorcycle",bus hit a motorcycle,Bangladesh,event,road accident
3501,Education officer killed in road crash,2018-10-30 13:13:05,https://en.prothomalo.com/bangladesh/Education-officer-killed-in-road-crash,suchibunia,bhatiaghata,1,0,truck,truck hit him,Bangladesh,event,road accident
3502,2 killed in road crash,2018-12-22 15:37:16,https://en.prothomalo.com/bangladesh/2-killed-in-road-crash-11,in front of gazirhat degree college,thakurgaon,2,0,"motorcycle, tractor",tractor hit their vehicle,Bangladesh,event,road accident
3503,2 killed in road crash,2018-12-22 15:37:16,https://en.prothomalo.com/bangladesh/2-killed-in-road-crash-13,in front of gazirhat degree college,thakurgaon,2,0,"motorcycle, tractor",tractor hit motorcycle,Bangladesh,event,road accident
3504,2 killed in road crash,2018-12-22 15:37:16,https://en.prothomalo.com/bangladesh/2-killed-in-road-crash-10,ranisankail,thakurgaon,2,0,"motorcycle, tractor",tractor hit motorcycle,Bangladesh,event,road accident
3505,2 killed in road crash,2018-12-22 15:37:16,https://en.prothomalo.com/bangladesh/2-killed-in-road-crash-7,in front of gazirhat degree college,thakurgaon,2,0,motorcycle and tractor,tractor hit motorcycle,Bangladesh,event,road accident
3506,2 killed in road crash,2018-12-22 15:37:16,https://en.prothomalo.com/bangladesh/2-killed-in-road-crash-4,"ranisankail, thakurgaon",thakurgaon,2,0,"motorcycle, tractor",tractor hit their vehicle,Bangladesh,event,road accident
3507,2 killed in road crash,2018-12-22 15:37:16,https://en.prothomalo.com/bangladesh/2-killed-in-road-crash-2,gazirhat degree college,thakurgaon,2,0,"motorcycle, tractor",tractor hit motorcycle,Bangladesh,event,road accident
3508,2 killed in road crash,2018-12-22 15:37:16,https://en.prothomalo.com/bangladesh/2-killed-in-road-crash,"ranisankail, thakurgaon",thakurgaon,2,0,"motorcycle, tractor",tractor hit their vehicle,Bangladesh,event,road accident
3509,"Driver, assistant killed as truck plunges into ditch",2018-11-26 11:29:43,https://en.prothomalo.com/bangladesh/Driver-assistant-killed-as-truck-plunges-into,boilgram village,madaripur,2,2,truck,vehicle plunged into a roadside ditch,Bangladesh,event,road accident
3514,8 sustain burn injuries in steel factory fire,2018-12-18 12:35:45,https://en.prothomalo.com/bangladesh/8-sustain-burn-injuries-in-steel-factory,kadamtali steel mills pvt ltd at kadamtali,shyampur,0,8,industrial equipment,melted iron accidentally fell on a group of workers,Bangladesh,event,road accident
3515,Turkish national among 2 killed in road crash,2018-12-18 10:08:29,https://en.prothomalo.com/bangladesh/Turkish-national-among-2-killed-in-road-crash,dhaka-rajshahi highway at senbhag in puthia,rajshahi,2,0,"truck, pick-up van, bus","truck hit pick-up van, then bus hit pick-up van",Bangladesh,event,road accident
3516,Road crashes kill 3,2019-04-03 14:33:44,https://en.prothomalo.com/bangladesh/Road-crashes-kill-3-2,zero mile area of the district town,khagrachhari,1,3,"passenger bus, goods-laden pick-up van, covered van",collision between vehicles,Bangladesh,event,road accident
3519,Road crash kills 3 in Chattogram,2018-12-28 17:35:15,https://en.prothomalo.com/bangladesh/Road-crash-kills-3-in-Chattogram,mirsharai upazila,chattogram,3,0,"truck, rickshaw",cement-laden truck hit a rickshaw,Bangladesh,event,road accident
3520,PEC examinee killed in road crash,2018-11-19 15:05:48,,port colony,chattogram,1,1,human hauler and cng-run auto-rickshaw,collision,Bangladesh,event,road accident
3521,Road crash claims lives of 3 labourers,2018-12-02 10:30:23,,nurpur bypass area,pabna,3,1,truck,overturned,Bangladesh,event,road accident
3522,Appellate Division orders Green Line Paribahan to pay Russel Tk 5m,2019-03-31 14:20:51,https://en.prothomalo.com/bangladesh/Appellate-Division-orders-Green-Line-Paribahan-to,high court,dhaka,0,1,bus,,Bangladesh,event,road accident
3523,"Truck, easy-bike collision kills 3",2018-11-18 12:26:20,,lahirirhat area of rangpur sadar upazila,rangpur,3,3,truck and easy-bike,head-on collision,Bangladesh,event,road accident
3524,One body recovered in Buriganga boat capsize,2019-03-08 21:38:15,https://en.prothomalo.com/bangladesh/One-body-recovered-in-Buriganga-boat-capsize,"sadarght, buriganga river",sadarghat,1,0,,boat capsize,Bangladesh,event,road accident
3525,"Probe finds no fault of joint secretary, DC over Titash death",2019-09-05 23:32:55,,madaripur,madaripur,1,0,"ferry, ambulance",ferry delay,Bangladesh,event,road accident
3528,Road crashes claim 3 lives,2019-04-21 18:55:30,https://en.prothomalo.com/bangladesh/Road-crashes-claim-3-lives,bonpra bypass area of boraigram upazila,natore,1,0,"truck, motorcycle",truck hit a motorcycle,Bangladesh,event,road accident
3530,Sheer negligence despite frequent deaths,2020-11-19 17:18:17,https://en.prothomalo.com/bangladesh/sheer-negligence-despite-frequent-deaths,"bhanga gate, abhoynagar",jashore,5,0,car,unauthorized railway crossing,Bangladesh,event,road accident
3536,ASP’s vehicle ‘attacked’ in Chuadanga,2018-12-24 09:40:46,https://en.prothomalo.com/bangladesh/ASP’s-vehicle-‘attacked’-in-Chuadanga,darshana filling station,damurhuda,0,0,car,bomb attack,Bangladesh,event,road accident
3537,3 army men killed in road crash,2019-02-08 19:59:32,https://en.prothomalo.com/bangladesh/3-army-men-killed-in-road-crash,subarnachar upazila,noakhali,3,9,army personnel vehicles,road accident,Bangladesh,event,road accident
3540,Fitness certificates of 33pc buses invalid: BRTA,2019-02-07 16:29:21,https://en.prothomalo.com/bangladesh/Fitness-certificates-of-33pc-buses-invalid-BRTA,dhaka city,dhaka,0,0,buses,invalid fitness certificates,Bangladesh,event,road accident
3541,Barishal road crash toll rises to 7,2019-03-22 19:35:32,https://en.prothomalo.com/bangladesh/Barishal-road-crash-toll-rises-to-7,barishal city,barishal,7,0,,,Bangladesh,event,road accident
3545,Driver of bus that killed Abrar had no licence!,2019-03-20 15:28:37,https://en.prothomalo.com/bangladesh/Driver-of-bus-that-killed-Abrar-had-no-licence,dhaka,dhaka north city corporation,1,0,bus,driving without license,Bangladesh,event,road accident
3546,"BUP student killed in road crash, protesters block city street",2019-03-20 12:04:21,https://en.prothomalo.com/bangladesh/BUP-student-killed-in-road-crash-protesters-block,jamuna future park,dhaka,1,0,,road crash,Bangladesh,event,road accident
3553,Road crash kills 2,2018-12-17 16:51:58,https://en.prothomalo.com/bangladesh/Road-crash-kills-2-4,pakutia,"ghatail, tangail",2,4,"bus, pick-up van",bus rammed a pick-up van,Bangladesh,event,road accident
3557,Road crash kills one,2018-10-09 16:26:45,https://en.prothomalo.com/bangladesh/Road-crash-kills-one-5,amirpur village,chuadanga,1,0,tractor,overturned,Bangladesh,event,road accident
3558,Road crash kills one,2018-10-09 16:26:45,https://en.prothomalo.com/bangladesh/Road-crash-kills-one-4,amirpur village,chuadanga,1,0,tractor,overturned,Bangladesh,event,road accident
3559,Road crash kills one,2018-10-09 16:26:45,https://en.prothomalo.com/bangladesh/Road-crash-kills-one-3,amirpur village,chuadanga,1,0,tractor,overturned,Bangladesh,event,road accident
3560,Road crash kills one,2018-10-09 16:26:45,https://en.prothomalo.com/bangladesh/Road-crash-kills-one-2,amirpur village,chuadanga,1,0,tractor,overturned,Bangladesh,event,road accident
3561,Road crash kills one,2018-10-09 16:26:45,https://en.prothomalo.com/bangladesh/Road-crash-kills-one,amirpur village,chuadanga,1,0,tractor,overturned,Bangladesh,event,road accident
3563,4 die as car plunges into ditch,2019-01-20 13:59:30,https://en.prothomalo.com/bangladesh/4-die-as-car-plunges-into-ditch,bostol area of sonargaon upazila,narayanganj,4,0,private car,vehicle plunged into a ditch,Bangladesh,event,road accident
3564,2 school teachers killed in road crash,2018-11-29 09:28:47,https://en.prothomalo.com/bangladesh/2-school-teachers-killed-in-road-crash,bagerhat-mawa highway at joydihi village in mollahat,bagerhat,2,0,"truck, motorcycle",speeding truck hit the motorcycle,Bangladesh,event,road accident
3565,Sirajganj road crash claims 3 lives,2019-01-05 10:34:48,https://en.prothomalo.com/bangladesh/Sirajganj-road-crash-claims-3-lives,bangabandhu bridge (western side) connecting road,raiganj,3,0,"pick-up van, truck",pick-up van hit a stone-laden truck,Bangladesh,event,road accident
